#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
PNGW3  46.792  -91.386 2021 05 26 13 40 280   7.2   9.8   MM  MM   MM  MM 1017.3    MM   7.2    MM    MM   MM     MM
POTA2  61.060 -146.700 2021 05 26 13 30 210   1.0   2.6   MM  MM   MM  MM 1013.7    MM   7.8    MM    MM   MM     MM
PRTA2  58.411 -134.955 2021 05 26 13 10 170   2.1   3.6   MM  MM   MM  MM 1013.9    MM   6.9    MM   6.9   MM     MM
PSCM4  43.420  -82.540 2021 05 26 13 00 180   4.6   4.6   MM  MM   MM  MM 1029.8  +0.3  13.8    MM    MM   MM     MM
PTAT2  27.826  -97.051 2021 05 26 13 00 120   4.6   6.2   MM  MM   MM  MM 1018.4  +1.4  25.5  26.5  25.2   MM     MM
PTGC1  34.577 -120.648 2021 05 26 13 00 360  13.4  13.9   MM  MM   MM  MM 1015.6  +0.7  10.6    MM    MM   MM     MM
PTLA2  58.346 -134.752 2021 05 26 13 42  70   3.1   4.6   MM  MM   MM  MM 1012.6    MM   7.6    MM   6.5   MM     MM
PTRP4  18.367  -67.251 2021 05 26 13 45  10   2.1   4.1   MM  MM   MM  MM     MM    MM  29.7    MM    MM   MM     MM
PWAW3  43.388  -87.867 2021 05 26 13 40 300   4.1   8.8   MM  MM   MM  MM 1014.6    MM  21.1    MM    MM   MM     MM
RIXA2  58.177 -135.052 2021 05 26 13 42 120   1.5   2.6   MM  MM   MM  MM 1011.3    MM   7.2    MM   6.4   MM     MM
ROAM4  47.867  -89.313 2021 05 26 13 00 330  13.4  14.4   MM  MM   MM  MM 1012.9  +6.0   7.1    MM    MM   MM     MM
RPRN6  43.263  -77.598 2021 05 26 13 00 230   6.2   9.3   MM  MM   MM  MM 1012.9  -0.3  25.7    MM    MM   MM     MM
SANF1  24.456  -81.877 2021 05 26 13 40 100   7.7   8.8   MM  MM   MM  MM 1022.2    MM  25.5    MM  18.6   MM     MM
SAUF1  29.857  -81.265 2021 05 26 13 00 220   3.1   3.6   MM  MM   MM  MM 1024.7  +1.2  24.3  23.8  21.3   MM     MM
SBLM4  43.810  -83.720 2021 05 26 13 00 230   5.7   6.2   MM  MM   MM  MM 1010.8  +0.0  17.0    MM    MM   MM     MM
SCXA2  58.205 -134.646 2021 05 26 13 42 100   8.8  10.8   MM  MM   MM  MM 1011.4    MM   6.8    MM   6.2   MM     MM
SDIA2  58.277 -134.389 2021 05 26 13 48 140   3.1   4.1   MM  MM   MM  MM 1014.0    MM   6.7    MM   6.7   MM     MM
SGNW3  43.749  -87.693 2021 05 26 13 00 270   7.2   9.8   MM  MM   MM  MM     MM    MM  18.6    MM    MM   MM     MM
SGOF1  29.408  -84.858 2021 05 26 13 00 140   2.1   2.6   MM  MM   MM  MM 1023.5  +1.5  23.8    MM  22.8   MM     MM
SHPF1  30.058  -84.291 2021 05 26 12 54  20   1.0   2.6   MM  MM   MM  MM 1022.8    MM  24.8    MM    MM   MM   1.68
SHXA2  57.055 -135.349 2021 05 26 13 42 120   0.5   1.5   MM  MM   MM  MM 1012.6    MM   7.0    MM   6.4   MM     MM
SISA2  58.177 -135.259 2021 05 26 13 22  MM   0.0   1.0   MM  MM   MM  MM     MM    MM   8.4    MM    MM   MM     MM
SISW1  48.321 -122.831 2021 05 26 13 40 220   3.1   4.1   MM  MM   MM  MM 1021.8    MM  10.2    MM   6.3   MM     MM
SJOM4  42.098  -86.494 2021 05 26 12 50 200   5.7   7.2   MM  MM   MM  MM 1015.2    MM  17.5    MM    MM   MM     MM
SKXA2  59.448 -135.326 2021 05 26 13 43 160   6.2   8.2   MM  MM   MM  MM 1011.2    MM   8.9    MM   6.2   MM     MM
SLVM5  47.278  -91.270 2021 05 26 13 40 320   4.1  11.8   MM  MM   MM  MM 1015.9    MM   8.5    MM    MM   MM     MM
SLXA2  55.340 -131.644 2021 05 26 13 43 140   1.0   2.1   MM  MM   MM  MM 1011.2    MM   7.4    MM   4.4   MM     MM
SMKF1  24.628  -81.109 2021 05 26 13 40 100   6.2   7.2   MM  MM   MM  MM 1022.5    MM  25.5    MM  18.7   MM     MM
SPGF1  26.704  -78.995 2021 05 26 13 00  90   6.2   7.2   MM  MM   MM  MM 1023.4  +1.1  24.7    MM    MM   MM     MM
SPXA2  55.616 -132.203 2021 05 26 13 43  70   1.0   3.1   MM  MM   MM  MM 1011.9    MM    MM    MM    MM   MM     MM
SSBN7  33.838  -78.484 2021 05 26 13 17  MM    MM    MM  0.7   4   MM 176     MM    MM    MM  23.8    MM   MM     MM
STDM4  47.184  -87.225 2021 05 26 13 00 270  14.4  16.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
STXA2  57.116 -135.391 2021 05 26 13 42 110   1.0   1.5   MM  MM   MM  MM 1012.1    MM   7.2    MM   6.3   MM     MM
SVNM4  42.401  -86.288 2021 05 26 13 30  MM   7.7   8.2   MM  MM   MM  MM     MM    MM  17.0    MM    MM   MM     MM
SXHW3  46.563  -90.437 2021 05 26 13 40 310   7.2   9.8   MM  MM   MM  MM 1015.9    MM   8.7    MM    MM   MM     MM
SXXA2  55.315 -131.596 2021 05 26 13 43  20   1.0   2.1   MM  MM   MM  MM 1012.4    MM   7.3    MM   5.7   MM     MM
TAWM4  44.254  -83.449 2021 05 26 13 40 210   3.1   4.6   MM  MM   MM  MM 1010.8    MM  14.5    MM    MM   MM     MM
TBIM4  45.035  -83.194 2021 05 26 13 00  MM   5.7   6.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TFBLK  65.698  -24.778 2021 05 26 13 00  MM    MM    MM  2.0   8   MM  MM     MM    MM    MM    MM    MM   MM     MM
THLO1  41.826  -83.194 2021 05 26 13 00 230   8.2   8.8   MM  MM   MM  MM     MM    MM  21.0    MM    MM   MM     MM
TKEA2  57.779 -135.219 2021 05 26 13 42 200   1.5   3.6   MM  MM   MM  MM 1012.6    MM   7.4    MM   5.6   MM     MM
TPLM2  38.899  -76.436 2021 05 26 13 00 140   6.2   6.2   MM  MM   MM  MM 1019.9  +0.0  20.7  19.5  20.7   MM     MM
TWCO1  41.699  -83.259 2021 05 26 13 50 250   9.3  11.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
VENF1  27.072  -82.453 2021 05 26 13 00 130   3.1   3.6   MM  MM   MM  MM 1023.0  +1.3  24.1  26.3  19.2   MM     MM
WATS1  34.335  -80.702 2021 05 26 13 30  MM   0.0   1.5   MM  MM   MM  MM 1022.4    MM  26.5    MM    MM   MM     MM
WFPM4  46.760  -84.970 2021 05 26 13 40 300   9.3  15.4   MM  MM   MM  MM 1007.8    MM  13.1    MM    MM   MM     MM
WHRI2  42.361  -87.813 2021 05 26 13 00 260   5.1   7.2   MM  MM   MM  MM     MM    MM  19.7    MM    MM   MM     MM
WPOW1  47.662 -122.436 2021 05 26 13 00 170   6.2   6.7   MM  MM   MM  MM 1022.5  +0.0  11.2    MM   8.6   MM     MM
WSLM4  45.842  -85.135 2021 05 26 13 30 210   8.2    MM   MM  MM   MM  MM 1009.2    MM  12.9   8.7  10.1   MM     MM
